,,before,naive,educated_forward,upper_bound,produced_energy,days
house_17_2T.hdf,tumble_dryer_power,31.619786383937313,31.64463516902416,31.794078674237376,32.548917369900124,3354465.0218449673,352.83429951690823
house_17_2T.hdf,washing_machine_power,31.619786383937313,31.820638738800504,32.31468891940687,33.273764367594914,3354465.0218449673,352.83429951690823
house_13_2T.hdf,dishwasher_power,40.70909915080003,41.463477005260884,42.3343451707722,45.04976311609218,3130127.800352939,313.1984106280193
house_13_2T.hdf,washing_machine_power,40.70909915080003,41.15059796998462,41.66612111129922,43.70219697272976,3130127.800352939,313.1984106280193
house_20_2T.hdf,dishwasher_power,31.728306448799334,31.933142637505703,32.7890073915076,33.77044343257547,3366319.986085482,353.9759661835749
house_20_2T.hdf,tumble_dryer_power,31.728306448799334,31.846536771824045,32.5123911312509,34.00117253661223,3366319.986085482,353.9759661835749
house_20_2T.hdf,washing_machine_power,31.728306448799334,31.9099715831459,32.21389331743678,32.85781396653014,3366319.986085482,353.9759661835749
house_18_2T.hdf,dishwasher_power,37.48229140876161,37.63388876256931,39.181580956318996,41.259139702390215,3335223.723848809,348.0287439613527
house_18_2T.hdf,tumble_dryer_power,37.48229140876161,37.47883496117167,37.5398498654026,37.64019126997121,3335223.723848809,348.0287439613527
house_18_2T.hdf,washing_machine_power,37.48229140876161,37.658692653813794,37.83940608353123,38.22814779664125,3335223.723848809,348.0287439613527
house_10_2T.hdf,dishwasher_power,44.823276029032364,45.1557320725,47.42519910810645,50.86778762897674,3347852.5491458373,347.20107729468594
house_10_2T.hdf,washing_machine_power,44.823276029032364,45.155277757154856,47.29325774711288,49.97875027139877,3347852.5491458373,347.20107729468594
house_16_2T.hdf,dishwasher_power,37.92820884119352,38.220038120060785,40.83873178138601,43.23025646356231,2947123.919080478,318.412077294686
house_16_2T.hdf,washing_machine_power,37.92820884119352,38.34568939697874,39.39052628961899,41.4504137713781,2947123.919080478,318.412077294686
house_9_2T.hdf,dishwasher_power,30.033778702967805,31.425890012091976,33.01695615117851,38.80262952943699,3360937.7624191362,352.887077294686
house_9_2T.hdf,tumble_dryer_power,30.033778702967805,30.516457328168574,31.70137933974421,34.84223551288109,3360937.7624191362,352.887077294686
house_9_2T.hdf,washing_machine_power,30.033778702967805,30.40480361399872,31.213620314289745,32.67668865598053,3360937.7624191362,352.887077294686
house_8_2T.hdf,tumble_dryer_power,29.48752425596041,29.974595163043663,30.10677574243662,30.74633450728855,3360026.8393639214,351.6981884057971
house_8_2T.hdf,washing_machine_power,29.48752425596041,31.53557428766399,32.087842903893446,35.30806303853941,3360026.8393639214,351.6981884057971
house_15_2T.hdf,dishwasher_power,22.188841190577115,22.192217687683367,22.272498455402918,22.389515379161185,3290774.9634583984,340.7967995169082
house_15_2T.hdf,tumble_dryer_power,22.188841190577115,22.205438520233518,22.770357494703937,23.322824361693517,3290774.9634583984,340.7967995169082
house_15_2T.hdf,washing_machine_power,22.188841190577115,22.763276331061792,23.32950689794109,24.663546410224203,3290774.9634583984,340.7967995169082
house_2_2T.hdf,dishwasher_power,26.67102763188799,27.347986760561483,31.237799287330805,35.84441163053834,3337058.064603404,346.8426328502415
house_2_2T.hdf,washing_machine_power,26.67102763188799,27.038352649541228,27.835547678668643,29.31640326892423,3337058.064603404,346.8426328502415
house_7_2T.hdf,dishwasher_power,34.0066782541736,34.904447113022556,38.20357898355961,42.98005867584141,3321228.6726567554,349.84263285024156
house_7_2T.hdf,tumble_dryer_power,34.0066782541736,34.066881048612295,35.88509086116366,41.32461741284447,3321228.6726567554,349.84263285024156
house_7_2T.hdf,washing_machine_power,34.0066782541736,35.193279435380134,36.51737713513978,40.47158914466961,3321228.6726567554,349.84263285024156
house_19_2T.hdf,washing_machine_power,23.452072081830142,23.658038329472994,23.937913886736666,24.686877231341022,3360679.2014718307,353.07179951690824
house_4_2T.hdf,washing_machine_power,31.377975758726183,31.486396938934263,31.63250163171951,32.01563985383803,3333986.8453129926,349.94931642512074
house_6_2T.hdf,dishwasher_power,39.62360713051087,39.66803275103607,40.106582324437156,40.80235892239729,3298788.007386074,344.33291062801936
house_6_2T.hdf,washing_machine_power,39.62360713051087,39.68641648758294,39.89232008002952,40.31565706592827,3298788.007386074,344.33291062801936
house_1_2T.hdf,dishwasher_power,28.35331399727286,28.66405897407773,28.85723039509269,29.873924575816957,3319952.710185774,348.6537439613527
house_1_2T.hdf,tumble_dryer_power,28.35331399727286,28.383172345697417,28.40665891855877,28.55941425352565,3319952.710185774,348.6537439613527
house_1_2T.hdf,washing_machine_power,28.35331399727286,28.55830412537451,28.73667500917971,29.833541159825593,3319952.710185774,348.6537439613527
house_5_2T.hdf,dishwasher_power,47.603003751436525,48.92520546029693,49.39725211582974,55.0833140405586,3366536.6408523005,353.3690217391304
house_5_2T.hdf,tumble_dryer_power,47.603003751436525,47.58157227848629,48.81440187346712,53.233494403326254,3366536.6408523005,353.3690217391304
house_5_2T.hdf,washing_machine_power,47.603003751436525,47.69055157657079,48.21058290646526,50.4703522958611,3366536.6408523005,353.3690217391304
