,,before,naive,educated_forward,upper_bound,produced_energy,days
house_1_3T.hdf,dishwasher_power,28.652784017503976,28.9867474987023,29.22998595603737,30.15272976239296,3319936.502157451,348.7940217391304
house_1_3T.hdf,tumble_dryer_power,28.652784017503976,28.682966666880997,28.706965659924002,28.85657823736204,3319936.502157451,348.7940217391304
house_1_3T.hdf,washing_machine_power,28.652784017503976,28.860553256579788,29.0479205153158,30.09343406172077,3319936.502157451,348.7940217391304
house_7_3T.hdf,dishwasher_power,34.348025697921706,35.26654681954182,38.69651877880682,43.244120739581184,3321217.942505651,349.9794384057971
house_7_3T.hdf,tumble_dryer_power,34.348025697921706,34.436906303989566,36.341066129446205,41.60775809974343,3321217.942505651,349.9794384057971
house_7_3T.hdf,washing_machine_power,34.348025697921706,35.57490921601438,36.972465768867806,40.79757834480269,3321217.942505651,349.9794384057971
house_19_3T.hdf,washing_machine_power,23.66497800601657,23.858282110959465,24.151643848020555,24.894139544016582,3360759.986010751,353.1877717391304
house_8_3T.hdf,tumble_dryer_power,29.853273866234264,30.34416233752508,30.499712811840084,31.107371192407708,3360060.344979465,351.8273550724638
house_8_3T.hdf,washing_machine_power,29.853273866234264,31.9141462109135,32.52040556387034,35.65733668843745,3360060.344979465,351.8273550724638
house_4_3T.hdf,washing_machine_power,31.57373546713501,31.68737080277578,31.83032487217138,32.20792849621338,3333428.154893064,350.0993188405797
house_2_3T.hdf,dishwasher_power,27.004284088982264,27.69673099956125,31.648507260994407,36.11767141105834,3336958.121922793,346.8752717391304
house_2_3T.hdf,washing_machine_power,27.004284088982264,27.369171498556877,28.176552210325863,29.622561311697705,3336958.121922793,346.8752717391304
house_6_3T.hdf,dishwasher_power,39.97064473914321,40.02424148985065,40.481264162962596,41.12266064677943,3298738.1848961846,344.51693840579713
house_6_3T.hdf,washing_machine_power,39.97064473914321,40.03685636192139,40.279926511472794,40.65894612261233,3298738.1848961846,344.51693840579713
house_20_3T.hdf,dishwasher_power,31.95877200277124,32.15783512587093,33.10795685870279,33.98693195179747,3366230.959502007,354.01277173913047
house_20_3T.hdf,tumble_dryer_power,31.95877200277124,32.08464186776438,32.78398541588031,34.219799521206575,3366230.959502007,354.01277173913047
house_20_3T.hdf,washing_machine_power,31.95877200277124,32.153351040539405,32.474279397820126,33.076580367873945,3366230.959502007,354.01277173913047
house_9_3T.hdf,dishwasher_power,30.25205560980834,31.678204596847362,33.43601940652983,38.97322320910469,3360971.59701759,353.01902173913044
house_9_3T.hdf,tumble_dryer_power,30.25205560980834,30.745136192295657,32.0155820103147,35.04411997988661,3360971.59701759,353.01902173913044
house_9_3T.hdf,washing_machine_power,30.25205560980834,30.634554076319876,31.487061168343505,32.88552588295099,3360971.59701759,353.01902173913044
house_15_3T.hdf,dishwasher_power,22.32201032684163,22.325220564043544,22.40796889775635,22.521345776228497,3290706.7571712015,340.8336050724638
house_15_3T.hdf,tumble_dryer_power,22.32201032684163,22.354778955226568,22.915494888038445,23.455194108233947,3290706.7571712015,340.8336050724638
house_15_3T.hdf,washing_machine_power,22.32201032684163,22.902112704286388,23.4896122471822,24.780285528682544,3290706.7571712015,340.8336050724638
house_10_3T.hdf,dishwasher_power,45.10485994089355,45.438222302077925,47.824360145490466,51.12322146051722,3347823.569883387,347.3857717391304
house_10_3T.hdf,washing_machine_power,45.10485994089355,45.44338128500278,47.63927005157137,50.2412345144329,3347823.569883387,347.3857717391304
house_13_3T.hdf,dishwasher_power,41.05859575999021,41.81918669597459,42.772936994546036,45.37028796675092,3130329.0405060495,313.76985507246377
house_13_3T.hdf,washing_machine_power,41.05859575999021,41.51629303777561,42.096894088831476,44.021473709525715,3130329.0405060495,313.76985507246377
house_18_3T.hdf,dishwasher_power,37.64505598861835,37.803008998364454,39.419939821492754,41.405111903428974,3335222.430173639,348.0815217391305
house_18_3T.hdf,tumble_dryer_power,37.64505598861835,37.64309183728961,37.7112967223562,37.80104060780478,3335222.430173639,348.0815217391305
house_18_3T.hdf,washing_machine_power,37.64505598861835,37.82746689274028,38.017804721688826,38.38316946566963,3335222.430173639,348.0815217391305
house_5_3T.hdf,dishwasher_power,47.864056429352225,49.24771947791288,49.826440929403766,55.30978515025835,3366465.9445210956,353.4481884057971
house_5_3T.hdf,tumble_dryer_power,47.864056429352225,47.84667531985936,49.108576475032116,53.434296019125696,3366465.9445210956,353.4481884057971
house_5_3T.hdf,washing_machine_power,47.864056429352225,47.93601998238496,48.50571296282266,50.70750959925292,3366465.9445210956,353.4481884057971
house_16_3T.hdf,dishwasher_power,38.22785336929466,38.535833275092145,41.241619372144385,43.50551032504916,2947035.054977776,318.4523550724638
house_16_3T.hdf,washing_machine_power,38.22785336929466,38.66367525601597,39.74822024619469,41.73655251808501,2947035.054977776,318.4523550724638
house_17_3T.hdf,tumble_dryer_power,32.182044792558564,32.2077687590842,32.35790066138075,33.104626266439254,3354531.9870443298,352.97735507246375
house_17_3T.hdf,washing_machine_power,32.182044792558564,32.390973112050716,32.904924671612775,33.81447731799499,3354531.9870443298,352.97735507246375
