,,before,naive,educated_forward,upper_bound,produced_energy,days
house_15_5T.hdf,dishwasher_power,22.5502959929202,22.555599893457803,22.640851867518176,22.747462902781447,3290886.631516955,340.89749396135267
house_15_5T.hdf,tumble_dryer_power,22.5502959929202,22.57232192450546,23.190850175851942,23.66616293473225,3290886.631516955,340.89749396135267
house_15_5T.hdf,washing_machine_power,22.5502959929202,23.139949010806088,23.824475087756714,24.974720163992735,3290886.631516955,340.89749396135267
house_4_5T.hdf,washing_machine_power,31.898379959032535,32.009263432738905,32.19380012967167,32.51893557143273,3333602.065983969,350.33167874396133
house_13_5T.hdf,dishwasher_power,41.51974872990307,42.29128151974309,43.45020840447578,45.78580148089313,3130567.7020705254,314.3722161835749
house_13_5T.hdf,washing_machine_power,41.51974872990307,41.99375584551774,42.665872614970716,44.45091965266593,3130567.7020705254,314.3722161835749
house_5_5T.hdf,dishwasher_power,48.262290201352776,49.72553304032829,50.477468929878164,55.6560993348092,3366511.826504416,353.58152173913044
house_5_5T.hdf,tumble_dryer_power,48.262290201352776,48.30882454666692,49.61900551545726,53.79448373833151,3366511.826504416,353.58152173913044
house_5_5T.hdf,washing_machine_power,48.262290201352776,48.31406769507872,49.03399232756862,51.05905775802984,3366511.826504416,353.58152173913044
house_9_5T.hdf,dishwasher_power,30.663458566825298,32.12991001055402,34.13214980241114,39.28154649132486,3361165.3149740254,353.1266606280193
house_9_5T.hdf,tumble_dryer_power,30.663458566825298,31.177791823129116,32.62778411862765,35.417350366443,3361165.3149740254,353.1266606280193
house_9_5T.hdf,washing_machine_power,30.663458566825298,31.041729364676197,32.008237885849205,33.2670670582097,3361165.3149740254,353.1266606280193
house_20_5T.hdf,dishwasher_power,32.26752467229534,32.47273225251707,33.481590971362166,34.274115615815404,3366219.2936244295,354.08499396135267
house_20_5T.hdf,tumble_dryer_power,32.26752467229534,32.39324703031831,33.18377482984304,34.512633781646805,3366219.2936244295,354.08499396135267
house_20_5T.hdf,washing_machine_power,32.26752467229534,32.473175146032986,32.81238345216608,33.35566164696293,3366219.2936244295,354.08499396135267
house_16_5T.hdf,dishwasher_power,38.72216730225097,39.060595124952464,41.87186674890856,43.9472642908961,2946833.3995200386,318.4947161835749
house_16_5T.hdf,washing_machine_power,38.72216730225097,39.185646681148505,40.29878693342229,42.18544558513081,2946833.3995200386,318.4947161835749
house_8_5T.hdf,tumble_dryer_power,30.334590945659695,30.834673057367166,31.01767512034614,31.583916954089098,3360203.128603345,351.9391606280193
house_8_5T.hdf,washing_machine_power,30.334590945659695,32.42492044755318,33.05460672019254,36.112821692313865,3360203.128603345,351.9391606280193
house_17_5T.hdf,tumble_dryer_power,32.6569494578702,32.680548973388476,32.83740263908625,33.56662401492046,3354627.7804120155,353.1231884057971
house_17_5T.hdf,washing_machine_power,32.6569494578702,32.886761662572205,33.407073072159335,34.25960120247077,3354627.7804120155,353.1231884057971
house_2_5T.hdf,dishwasher_power,27.624929934656294,28.364550585020215,32.450082544623456,36.63480255590015,3337041.153101016,346.9530495169082
house_2_5T.hdf,washing_machine_power,27.624929934656294,27.998756973403715,28.82233599545663,30.195768941362434,3337041.153101016,346.9530495169082
house_6_5T.hdf,dishwasher_power,40.45095786428795,40.505105776334105,40.95917676751582,41.54016336787869,3299002.862408119,344.65096618357484
house_6_5T.hdf,washing_machine_power,40.45095786428795,40.51436678191616,40.76808276580358,41.117957777089266,3299002.862408119,344.65096618357484
house_1_5T.hdf,dishwasher_power,29.11742927728583,29.47820046497883,29.69096537673927,30.57573589817303,3320074.207690921,348.9356884057971
house_1_5T.hdf,tumble_dryer_power,29.11742927728583,29.15066108440551,29.1724936730837,29.315486568111616,3320074.207690921,348.9356884057971
house_1_5T.hdf,washing_machine_power,29.11742927728583,29.35669786253897,29.534408023085508,30.51142153653489,3320074.207690921,348.9356884057971
house_10_5T.hdf,dishwasher_power,45.570499820050124,45.90051100736151,48.420993302072944,51.52960680185561,3347782.104360551,347.5573550724638
house_10_5T.hdf,washing_machine_power,45.570499820050124,45.92120884929383,48.17469534373612,50.6537642572868,3347782.104360551,347.5573550724638
house_19_5T.hdf,washing_machine_power,23.97646826741578,24.14513563488343,24.402356696060092,25.194187415403814,3360940.0533710415,353.3072161835749
house_18_5T.hdf,dishwasher_power,37.92538569909458,38.08540568842531,39.838548990547814,41.63101748781901,3335208.6843360257,348.1509661835749
house_18_5T.hdf,tumble_dryer_power,37.92538569909458,37.924856331632256,37.99438108331145,38.07282908601734,3335208.6843360257,348.1509661835749
house_18_5T.hdf,washing_machine_power,37.92538569909458,38.11332115670301,38.31032215028189,38.64769682421931,3335208.6843360257,348.1509661835749
house_7_5T.hdf,dishwasher_power,34.86993194270317,35.81638757376228,39.352788614029095,43.607377851047914,3321437.29958237,350.11624396135267
house_7_5T.hdf,tumble_dryer_power,34.86993194270317,34.97714277993384,37.0586470581712,42.05497770827503,3321437.29958237,350.11624396135267
house_7_5T.hdf,washing_machine_power,34.86993194270317,36.163970499886084,37.62182085169889,41.27852899096946,3321437.29958237,350.11624396135267
