,,before,naive,educated_forward,upper_bound,produced_energy,days
house_10_7T.hdf,dishwasher_power,45.89728064336425,46.237498354961765,48.772594442767854,51.7995665149123,3348545.7215118823,347.7044149094096
house_10_7T.hdf,washing_machine_power,45.89728064336425,46.254381951673864,48.54531699324809,50.94636294916142,3348545.7215118823,347.7044149094096
house_16_7T.hdf,dishwasher_power,39.06082405768418,39.38768528173669,42.25757997331936,44.24660654984667,2947414.0175090767,318.57199719688293
house_16_7T.hdf,washing_machine_power,39.06082405768418,39.522165986641625,40.66937580867354,42.4871647866633,2947414.0175090767,318.57199719688293
house_1_7T.hdf,dishwasher_power,29.593766633598342,29.967768654486537,30.212150470173878,31.030042636029144,3318148.5122332023,349.0807350609606
house_1_7T.hdf,tumble_dryer_power,29.593766633598342,29.641266284398448,29.65624728220975,29.784814609873045,3318148.5122332023,349.0807350609606
house_1_7T.hdf,washing_machine_power,29.593766633598342,29.840807451757094,30.010518113003748,30.90702071203697,3318148.5122332023,349.0807350609606
house_5_7T.hdf,dishwasher_power,48.5643074295525,50.16199132751259,50.905634117164674,55.9200849274857,3365682.013494996,353.6572446512992
house_5_7T.hdf,tumble_dryer_power,48.5643074295525,48.63469429609215,49.96862579703617,54.02487575368065,3365682.013494996,353.6572446512992
house_5_7T.hdf,washing_machine_power,48.5643074295525,48.612703684752134,49.32356304507711,51.32322408358026,3365682.013494996,353.6572446512992
house_18_7T.hdf,dishwasher_power,38.16776148594513,38.32184362818685,40.16291351618346,41.82190582251783,3335131.323447961,348.23453567663665
house_18_7T.hdf,tumble_dryer_power,38.16776148594513,38.16846833189974,38.232382428184636,38.311448582137785,3335131.323447961,348.23453567663665
house_18_7T.hdf,washing_machine_power,38.16776148594513,38.37029031362624,38.54942109025672,38.877277550983145,3335131.323447961,348.23453567663665
house_8_7T.hdf,tumble_dryer_power,30.713195345951352,31.20794140837462,31.426610713763207,31.96090924097077,3360153.793289824,352.0293261099779
house_8_7T.hdf,washing_machine_power,30.713195345951352,32.79934111004676,33.49639901546319,36.465289713042736,3360153.793289824,352.0293261099779
house_4_7T.hdf,washing_machine_power,32.13768571178129,32.25125782271859,32.438306557875,32.745032222724625,3333353.8472368144,350.5835610500234
house_6_7T.hdf,dishwasher_power,40.79666520606865,40.83887487244755,41.356132450267765,41.841940965003346,3296983.416304924,344.76676395037566
house_6_7T.hdf,washing_machine_power,40.79666520606865,40.867552825605465,41.11557225945487,41.439348061999716,3296983.416304924,344.76676395037566
house_20_7T.hdf,dishwasher_power,32.52694907305811,32.70037985553425,33.64364991411015,34.52076073197371,3366229.2326044547,354.1347251154242
house_20_7T.hdf,tumble_dryer_power,32.52694907305811,32.65815077403352,33.43174166166883,34.7512051691541,3366229.2326044547,354.1347251154242
house_20_7T.hdf,washing_machine_power,32.52694907305811,32.74252061212318,33.074261636380974,33.59967854635506,3366229.2326044547,354.1347251154242
house_13_7T.hdf,dishwasher_power,41.84935753720945,42.64619781431962,43.95139928051219,46.06620766608639,3130770.5891017118,314.9587871456133
house_13_7T.hdf,washing_machine_power,41.84935753720945,42.38467865652549,43.06079296081581,44.722876392723364,3130770.5891017118,314.9587871456133
house_15_7T.hdf,dishwasher_power,22.70704866417564,22.710668353519193,22.79172762473964,22.897767285791392,3290778.6689400934,340.97318118930536
house_15_7T.hdf,tumble_dryer_power,22.70704866417564,22.741853235508373,23.358334435680437,23.80980203530396,3290778.6689400934,340.97318118930536
house_15_7T.hdf,washing_machine_power,22.70704866417564,23.29071256159994,23.984259608965132,25.110565729591038,3290778.6689400934,340.97318118930536
house_2_7T.hdf,dishwasher_power,28.12802690634849,28.882758942482557,33.11476709975428,36.98761635714457,3337153.5840461943,347.03898748814504
house_2_7T.hdf,washing_machine_power,28.12802690634849,28.48788324136196,29.34295496665812,30.646176954096326,3337153.5840461943,347.03898748814504
house_17_7T.hdf,tumble_dryer_power,33.04311379828863,33.066129075543934,33.22393241622846,33.939582776381805,3354499.736606452,353.2550897850904
house_17_7T.hdf,washing_machine_power,33.04311379828863,33.27609646556661,33.82053030319207,34.628766073749496,3354499.736606452,353.2550897850904
house_7_7T.hdf,dishwasher_power,35.343505872282144,36.32618703061755,40.033846811044164,43.941887329612626,3322525.2826029933,350.2278342795256
house_7_7T.hdf,tumble_dryer_power,35.343505872282144,35.47344778302924,37.580678283754544,42.454490390504255,3322525.2826029933,350.2278342795256
house_7_7T.hdf,washing_machine_power,35.343505872282144,36.64085939834684,38.12144612994235,41.668226532285026,3322525.2826029933,350.2278342795256
house_19_7T.hdf,washing_machine_power,24.157163455978772,24.29153700569333,24.561304521072522,25.375078833182442,3361006.104025467,353.39494297003
house_9_7T.hdf,dishwasher_power,30.990518259668946,32.53736740632031,34.68551842810791,39.51835466021543,3361087.6909512817,353.2192621743871
house_9_7T.hdf,tumble_dryer_power,30.990518259668946,31.524591905522115,33.06983332960379,35.7263712116436,3361087.6909512817,353.2192621743871
house_9_7T.hdf,washing_machine_power,30.990518259668946,31.377745316021887,32.37308021371357,33.577165339086314,3361087.6909512817,353.2192621743871
