,,before,naive,educated_forward,upper_bound,produced_energy,days
house_2_4T.hdf,dishwasher_power,27.362167306370228,28.063812862910826,32.09531918192278,36.417876013631066,3336993.730952049,346.91485507246375
house_2_4T.hdf,washing_machine_power,27.362167306370228,27.72669849959264,28.537096672818702,29.95253271870085,3336993.730952049,346.91485507246375
house_7_4T.hdf,dishwasher_power,34.61139396505016,35.5508958625843,39.05947018834293,43.42971478866622,3321141.259543711,350.0481884057971
house_7_4T.hdf,tumble_dryer_power,34.61139396505016,34.71475676087842,36.724970809410785,41.8401097611579,3321141.259543711,350.0481884057971
house_7_4T.hdf,washing_machine_power,34.61139396505016,35.83261121936797,37.30549883057042,41.03301456596725,3321141.259543711,350.0481884057971
house_9_4T.hdf,dishwasher_power,30.473099888714348,31.926106771449707,33.9032402936675,39.13084996727048,3360963.0625811443,353.0842995169082
house_9_4T.hdf,tumble_dryer_power,30.473099888714348,30.982668929349877,32.37004570070172,35.248576392576105,3360963.0625811443,353.0842995169082
house_9_4T.hdf,washing_machine_power,30.473099888714348,30.85536938954943,31.799262593517906,33.099575713917986,3360963.0625811443,353.0842995169082
house_4_4T.hdf,washing_machine_power,31.73856402480994,31.847047823634963,32.01324737417518,32.36224629412854,3333613.5768632665,350.19636231884056
house_17_4T.hdf,tumble_dryer_power,32.432649675094325,32.45794533687431,32.60975789987458,33.351416922904434,3354505.4162062886,353.0509661835749
house_17_4T.hdf,washing_machine_power,32.432649675094325,32.650747274752675,33.178340078750416,34.06076300094318,3354505.4162062886,353.0509661835749
house_5_4T.hdf,dishwasher_power,48.084446518731866,49.5348613288204,50.18985824595464,55.49832463274911,3366571.84636222,353.5204106280193
house_5_4T.hdf,tumble_dryer_power,48.084446518731866,48.094845785046964,49.39170288486556,53.61926846654739,3366571.84636222,353.5204106280193
house_5_4T.hdf,washing_machine_power,48.084446518731866,48.11704673321202,48.80602626987935,50.90492977920342,3366571.84636222,353.5204106280193
house_15_4T.hdf,dishwasher_power,22.44574895610179,22.451254952072183,22.53442913598411,22.642088996142572,3290769.4064785633,340.8648550724638
house_15_4T.hdf,tumble_dryer_power,22.44574895610179,22.464772742046485,23.04885079070656,23.571990678832865,3290769.4064785633,340.8648550724638
house_15_4T.hdf,washing_machine_power,22.44574895610179,23.02559163363547,23.643065696829172,24.88958461910893,3290769.4064785633,340.8648550724638
house_18_4T.hdf,dishwasher_power,37.80146717098402,37.952540840156935,39.652777391745424,41.52883563848041,3335209.4540279093,348.11485507246374
house_18_4T.hdf,tumble_dryer_power,37.80146717098402,37.79826059144463,37.86569370867529,37.950969810299085,3335209.4540279093,348.11485507246374
house_18_4T.hdf,washing_machine_power,37.80146717098402,37.99271650225459,38.187215029938585,38.53357946420519,3335209.4540279093,348.11485507246374
house_10_4T.hdf,dishwasher_power,45.34669929925914,45.677268484736636,48.195902172735984,51.33798111937751,3347816.088703825,347.50107729468596
house_10_4T.hdf,washing_machine_power,45.34669929925914,45.6813058421115,47.9544812869297,50.46143547174757,3347816.088703825,347.50107729468596
house_13_4T.hdf,dishwasher_power,41.33728026224109,42.09426637091534,43.04874153356004,45.630053207374466,3130077.7094020885,314.08985507246376
house_13_4T.hdf,washing_machine_power,41.33728026224109,41.80484372474623,42.41245664379853,44.280489520572694,3130077.7094020885,314.08985507246376
house_1_4T.hdf,dishwasher_power,28.95369667197535,29.305972462959414,29.51767408577045,30.430999345661036,3319865.112050145,348.87596618357486
house_1_4T.hdf,tumble_dryer_power,28.95369667197535,28.987977980434152,29.011487475057777,29.155299566390692,3319865.112050145,348.87596618357486
house_1_4T.hdf,washing_machine_power,28.95369667197535,29.165769950829514,29.359365752442457,30.35661310631599,3319865.112050145,348.87596618357486
house_19_4T.hdf,washing_machine_power,23.827786061921046,24.007900085902868,24.28408611781769,25.05235606070603,3360782.287673445,353.25374396135265
house_6_4T.hdf,dishwasher_power,40.23585216730656,40.29737613902107,40.74924557895437,41.36348527345377,3298692.4676474016,344.6009661835749
house_6_4T.hdf,washing_machine_power,40.23585216730656,40.298400197210185,40.54163896037108,40.910626088541704,3298692.4676474016,344.6009661835749
house_20_4T.hdf,dishwasher_power,32.12440883721384,32.34391068081314,33.32137573941628,34.14579622837673,3366237.587329483,354.03707729468596
house_20_4T.hdf,tumble_dryer_power,32.12440883721384,32.24751995572396,32.96132527866807,34.37618851072959,3366237.587329483,354.03707729468596
house_20_4T.hdf,washing_machine_power,32.12440883721384,32.32320277503959,32.65119341640521,33.23208928876622,3366237.587329483,354.03707729468596
house_8_4T.hdf,tumble_dryer_power,30.117031367073768,30.594674069419113,30.799978690141128,31.36766592202037,3360049.3108365983,351.8954106280193
house_8_4T.hdf,washing_machine_power,30.117031367073768,32.19484648566433,32.83922339449967,35.904697865501646,3360049.3108365983,351.8954106280193
house_16_4T.hdf,dishwasher_power,38.50982253518214,38.81157540601633,41.56710745135135,43.76525943354304,2946892.696686783,318.4842995169082
house_16_4T.hdf,washing_machine_power,38.50982253518214,38.93492614891384,40.040647713358155,41.99144094080759,2946892.696686783,318.4842995169082
