,,before,naive,educated_forward,upper_bound,produced_energy,days
house_16_1T.hdf,dishwasher_power,37.488771228204875,37.77351828946153,40.02467689320211,42.82050708481066,2947240.560072029,318.2711050724638
house_16_1T.hdf,washing_machine_power,37.488771228204875,37.89462180766512,38.715290375670094,41.03361634910262,2947240.560072029,318.2711050724638
house_17_1T.hdf,tumble_dryer_power,30.831540544256963,30.85623310485889,30.952013957604056,31.768543735503386,3354361.3714032136,352.4961050724638
house_17_1T.hdf,washing_machine_power,30.831540544256963,31.031245801821456,31.394668668989123,32.494968761516915,3354361.3714032136,352.4961050724638
house_5_1T.hdf,dishwasher_power,47.194871677228946,48.45583125385824,48.41373135648955,54.73414562487555,3366471.3531150757,353.00996376811594
house_5_1T.hdf,tumble_dryer_power,47.194871677228946,47.166960859962344,47.87039743427697,52.92451140414283,3366471.3531150757,353.00996376811594
house_5_1T.hdf,washing_machine_power,47.194871677228946,47.284651949297135,47.52626993255176,50.090052808955846,3366471.3531150757,353.00996376811594
house_4_1T.hdf,washing_machine_power,31.155153448216662,31.263252195595665,31.34779881409232,31.798443095342467,3334043.3169996836,349.5183719806763
house_9_1T.hdf,dishwasher_power,29.69092692991873,31.039518195881197,32.33358410211673,38.50639364512831,3360839.962779667,352.57110507246375
house_9_1T.hdf,tumble_dryer_power,29.69092692991873,30.143855107014552,31.10776010149233,34.52016448034379,3360839.962779667,352.57110507246375
house_9_1T.hdf,washing_machine_power,29.69092692991873,30.05879027211843,30.72750175657087,32.34321061143851,3360839.962779667,352.57110507246375
house_10_1T.hdf,dishwasher_power,44.29731881556787,44.62667586399929,46.464864969691064,50.37483592715179,3348061.0914681572,345.95913285024153
house_10_1T.hdf,washing_machine_power,44.29731881556787,44.62397042957517,46.38013618568889,49.48389082092805,3348061.0914681572,345.95913285024153
house_15_1T.hdf,dishwasher_power,22.03275206711402,22.036406592218764,22.095073656121144,22.23410373135579,3290838.326332108,340.6509661835749
house_15_1T.hdf,tumble_dryer_power,22.03275206711402,22.060682733199595,22.568557863336423,23.164166036917656,3290838.326332108,340.6509661835749
house_15_1T.hdf,washing_machine_power,22.03275206711402,22.59729010769953,23.12464972341083,24.52762670488321,3290838.326332108,340.6509661835749
house_6_1T.hdf,dishwasher_power,39.17678155687509,39.22374060715424,39.46253955957204,40.38365364630484,3298894.498176128,343.2134661835749
house_6_1T.hdf,washing_machine_power,39.17678155687509,39.23534174135283,39.390645936277075,39.87668765527916,3298894.498176128,343.2134661835749
house_19_1T.hdf,washing_machine_power,23.189118141511468,23.38606182456337,23.59880369359688,24.4284092498853,3360553.6116537857,352.7516606280194
house_13_1T.hdf,dishwasher_power,40.20379695335274,40.88975130749219,41.27366951260322,44.56725059756739,3130367.791321072,311.50877173913045
house_13_1T.hdf,washing_machine_power,40.20379695335274,40.603644553994286,40.79211405536891,43.22577434694054,3130367.791321072,311.50877173913045
house_8_1T.hdf,tumble_dryer_power,28.87881917491065,29.38847935222671,29.466680626775766,30.140856179250054,3359930.63532745,351.34749396135265
house_8_1T.hdf,washing_machine_power,28.87881917491065,30.91502322834782,31.230327966679013,34.72422845724867,3359930.63532745,351.34749396135265
house_7_1T.hdf,dishwasher_power,33.539636727836914,34.42532185093374,37.11559878588988,42.594874606218255,3321195.4095675205,349.51624396135264
house_7_1T.hdf,tumble_dryer_power,33.539636727836914,33.57686823371241,35.1092690067017,40.90675787666148,3321195.4095675205,349.51624396135264
house_7_1T.hdf,washing_machine_power,33.539636727836914,34.69873643005008,35.788973388266875,40.024851999748435,3321195.4095675205,349.51624396135264
house_18_1T.hdf,dishwasher_power,37.284755639287,37.43747218558177,38.814928977120495,41.094982143209734,3335339.923301484,347.9113828502415
house_18_1T.hdf,tumble_dryer_power,37.284755639287,37.28099231969647,37.29496617815139,37.446505369641336,3335339.923301484,347.9113828502415
house_18_1T.hdf,washing_machine_power,37.284755639287,37.45027908798703,37.59889881615404,38.03556497473109,3335339.923301484,347.9113828502415
house_1_1T.hdf,dishwasher_power,27.975860235714425,28.271790333972884,28.334623001638594,29.53203929961613,3319936.2957715318,348.2634661835749
house_1_1T.hdf,tumble_dryer_power,27.975860235714425,28.00421694364962,27.997392557050638,28.18246011589992,3319936.2957715318,348.2634661835749
house_1_1T.hdf,washing_machine_power,27.975860235714425,28.168987359655702,28.23714063846219,29.48645974071068,3319936.2957715318,348.2634661835749
house_2_1T.hdf,dishwasher_power,26.180433496691222,26.841539254851888,29.96175517025154,35.41582403585014,3337082.3755506966,346.6613828502416
house_2_1T.hdf,washing_machine_power,26.180433496691222,26.537453119375794,27.095011925641565,28.849712115208813,3337082.3755506966,346.6613828502416
house_20_1T.hdf,dishwasher_power,31.37334883475352,31.575602600518103,32.272552242290494,33.42455985030214,3366334.2199495723,353.81624396135265
house_20_1T.hdf,tumble_dryer_power,31.37334883475352,31.486714829616126,31.949738438422383,33.674619359723714,3366334.2199495723,353.81624396135265
house_20_1T.hdf,washing_machine_power,31.37334883475352,31.55217191990513,31.743472927756578,32.517352938622814,3366334.2199495723,353.81624396135265
